AccountNumber,Balance
ACC103828,687294.60
ACC103829,463782.28
ACC103830,79017.47
ACC103831,209106.08
ACC103832,249738.38
ACC103833,468646.93
ACC103834,228057.07
ACC103835,971962.87
ACC103836,522672.28
ACC103837,413004.46
ACC103838,736497.20
ACC103839,555971.71
ACC103840,557118.80
ACC103841,875328.88
ACC103842,808061.80
ACC103843,893516.54
ACC103844,958606.79
ACC103845,842629.05
ACC103846,191872.83
ACC103847,994481.06
ACC103848,704821.92
ACC103849,739675.86
ACC103850,788551.53
ACC103851,97338.10
ACC103852,774462.90
ACC103853,721628.15
ACC103854,783842.30
ACC103855,516779.02
ACC103856,955256.23
ACC103857,793671.47
ACC103858,831592.74
ACC103859,486590.19
ACC103860,625204.73
ACC103861,559203.88
ACC103862,414516.68
ACC103863,253621.97
ACC103864,395706.34
ACC103865,41960.35
ACC103866,101195.46
ACC103867,446772.14
ACC103868,748177.24
ACC103869,267261.96
ACC103870,421239.75
ACC103871,803919.47
ACC103872,247249.10
ACC103873,53309.36
ACC103874,487438.59
ACC103875,789693.68
ACC103876,663483.22
ACC103877,585108.55
ACC103878,794063.95
ACC103879,87857.23
ACC103880,676855.11
ACC103881,441225.91
ACC103882,854278.67
ACC103883,363900.95
ACC103884,779010.54
ACC103885,707113.07
ACC103886,36811.98
ACC103887,266217.75
ACC103888,57480.45
ACC103889,78225.60
ACC103890,712721.80
ACC103891,887921.65
ACC103892,118664.36
ACC103893,841578.73
ACC103894,387153.98
ACC103895,836016.57
ACC103896,918453.06
ACC103897,25741.23
ACC103898,298538.55
ACC103899,220196.42
ACC103900,479859.02
ACC103901,856563.14
ACC103902,548629.87
ACC103903,800070.98
ACC103904,345958.75
ACC103905,449165.62
ACC103906,121201.13
ACC103907,57064.09
ACC103908,843824.25
ACC103909,275891.27
ACC103910,905046.60
ACC103911,385618.29
ACC103912,260931.28
ACC103913,865020.22
ACC103914,328223.07
ACC103915,837667.43
ACC103916,759780.33
ACC103917,186102.78
ACC103918,895179.92
ACC103919,954601.09
ACC103920,979151.36
ACC103921,444741.63
ACC103922,476580.57
ACC103923,442147.15
ACC103924,981537.04
ACC103925,932576.01
ACC103926,153210.49
ACC103927,15736.50
ACC103928,115859.13
ACC103929,297078.72
ACC103930,550395.73
ACC103931,646990.71
ACC103932,772571.04
ACC103933,620570.80
ACC103934,417823.75
ACC103935,275986.70
ACC103936,334685.07
ACC103937,988591.68
ACC103938,351560.70
ACC103939,798903.83
ACC103940,453136.10
ACC103941,674432.30
ACC103942,510403.65
ACC103943,436547.86
ACC103944,978203.48
ACC103945,689246.11
ACC103946,577483.09
ACC103947,986071.26
ACC103948,190461.48
ACC103949,205698.04
ACC103950,690249.56
ACC103951,35974.76
ACC103952,344914.01
ACC103953,567593.57
ACC103954,237631.92
ACC103955,603174.37
ACC103956,140592.33
ACC103957,788350.25
ACC103958,272246.18
ACC103959,400558.16
ACC103960,974955.06
ACC103961,547531.32
ACC103962,158064.01
ACC103963,234032.62
ACC103964,367927.64
ACC103965,916955.97
ACC103966,359916.15
ACC103967,839572.07
ACC103968,654354.57
ACC103969,466133.23
ACC103970,790610.22
ACC103971,173236.13
ACC103972,206009.75
ACC103973,260936.65
ACC103974,34285.06
ACC103975,360508.44
ACC103976,605122.11
ACC103977,139543.76
ACC103978,610901.57
ACC103979,45636.56
ACC103980,930620.42
ACC103981,415709.95
ACC103982,326488.58
ACC103983,576916.04
ACC103984,205987.65
ACC103985,11427.99
ACC103986,646914.79
ACC103987,270063.40
ACC103988,23738.20
ACC103989,978945.52
ACC103990,849551.23
ACC103991,778960.94
ACC103992,306091.14
ACC103993,345968.81
ACC103994,137216.76
ACC103995,421132.87
ACC103996,204411.70
ACC103997,917677.18
ACC103998,942266.61
ACC103999,144325.68
ACC104000,811427.99
ACC104001,144904.45
ACC104002,245588.03
ACC104003,680516.79
ACC104004,220103.28
ACC104005,589513.52
ACC104006,595608.91
ACC104007,534564.55
ACC104008,251354.86
ACC104009,185597.97
ACC104010,336204.57
ACC104011,936538.37
ACC104012,969558.14
ACC104013,28689.33
ACC104014,639604.92
ACC104015,599531.77
ACC104016,329960.70
ACC104017,964630.97
ACC104018,271057.78
ACC104019,258462.25
ACC104020,385753.44
ACC104021,245199.78
ACC104022,926096.98
ACC104023,870000.19
ACC104024,894607.41
ACC104025,438913.89
ACC104026,658792.32
ACC104027,709345.96
ACC104028,254981.77
ACC104029,672759.83
ACC104030,440325.65
ACC104031,166087.19
ACC104032,701445.10
ACC104033,663804.95
ACC104034,161641.51
ACC104035,898819.89
ACC104036,875624.31
ACC104037,998830.70
ACC104038,551762.65
ACC104039,526605.65
ACC104040,795206.60
ACC104041,995229.87
ACC104042,104639.95
ACC104043,564663.19
ACC104044,297667.78
ACC104045,17455.95
ACC104046,982123.13
ACC104047,491956.48
ACC104048,638085.59
ACC104049,320294.77
ACC104050,148792.96
ACC104051,99542.43
ACC104052,281520.14
ACC104053,233149.17
ACC104054,95987.28
ACC104055,380680.30
ACC104056,140003.56
ACC104057,338384.16
ACC104058,717382.75
ACC104059,966780.59
ACC104060,572179.74
ACC104061,461575.41
ACC104062,476960.83
ACC104063,877285.44
ACC104064,200069.77
ACC104065,182236.40
ACC104066,392090.78
ACC104067,326523.30
ACC104068,952312.47
ACC104069,500268.74
ACC104070,209804.30
ACC104071,256469.31
ACC104072,556539.35
ACC104073,635988.88
ACC104074,503116.08
ACC104075,171169.60
ACC104076,95291.79
ACC104077,610127.86
ACC104078,36460.41
ACC104079,766350.31
ACC104080,920073.77
ACC104081,814684.71
ACC104082,674969.40
ACC104083,36434.49
ACC104084,286756.04
ACC104085,575932.28
ACC104086,371409.54
ACC104087,290827.74
ACC104088,722608.89
ACC104089,117233.74
ACC104090,27122.45
ACC104091,21910.29
ACC104092,600738.11
ACC104093,391620.87
ACC104094,29283.01
ACC104095,108686.50
ACC104096,981634.74
ACC104097,692319.44
ACC104098,166192.27
ACC104099,512494.12
ACC104100,963921.77
ACC104101,903575.38
ACC104102,845163.53
ACC104103,414564.16
ACC104104,147192.12
ACC104105,954244.33
ACC104106,413840.55
ACC104107,89548.68
ACC104108,189079.59
ACC104109,22650.71
ACC104110,835502.80
ACC104111,64397.22
ACC104112,796390.55
ACC104113,633205.90
ACC104114,712066.95
ACC104115,298163.56
ACC104116,16247.03
ACC104117,163194.49
ACC104118,375086.01
ACC104119,425464.08
ACC104120,727752.18
ACC104121,471995.19
ACC104122,175076.82
ACC104123,444383.90
ACC104124,717687.54
ACC104125,244797.84
ACC104126,572972.53
ACC104127,588641.65
ACC104128,665186.62
ACC104129,718610.38
ACC104130,294402.62
ACC104131,493774.36
ACC104132,800203.03
ACC104133,290019.71
ACC104134,997842.86
ACC104135,157992.97
ACC104136,638900.96
ACC104137,831777.44
ACC104138,271458.78
ACC104139,690184.73
ACC104140,715844.86
ACC104141,368826.96
ACC104142,190681.44
ACC104143,340302.89
ACC104144,918050.06
ACC104145,93870.12
ACC104146,909209.78
ACC104147,621084.88
ACC104148,839579.49
ACC104149,637992.23
ACC104150,670224.85
ACC104151,244679.07
ACC104152,847431.67
ACC104153,63221.26
ACC104154,82130.96
ACC104155,703336.20
ACC104156,59964.10
ACC104157,561191.94
ACC104158,584105.30
ACC104159,399835.50
ACC104160,78030.83
ACC104161,145318.08
ACC104162,671142.05
ACC104163,400766.46
ACC104164,586386.33
ACC104165,593046.55
ACC104166,936118.91
ACC104167,994175.74
ACC104168,988718.75
ACC104169,579872.97
ACC104170,617692.73
ACC104171,602415.61
ACC104172,73923.00
ACC104173,947845.25
ACC104174,147548.62
ACC104175,411292.86
ACC104176,453910.21
ACC104177,658262.47
ACC104178,338680.20
ACC104179,17819.42
ACC104180,924372.75
ACC104181,241197.30
ACC104182,427971.34
ACC104183,871003.68
ACC104184,939484.87
ACC104185,33326.72
ACC104186,621378.39
ACC104187,443198.35
ACC104188,539516.90
ACC104189,10352.15
ACC104190,188479.04
ACC104191,513534.04
ACC104192,866776.47
ACC104193,341020.75
ACC104194,995058.32
ACC104195,359918.74
ACC104196,800163.39
ACC104197,576430.73
ACC104198,437743.46
ACC104199,21972.67
ACC104200,661935.20
ACC104201,640911.05
ACC104202,903479.57
ACC104203,134093.44
ACC104204,52028.60
ACC104205,689309.67
ACC104206,878854.02
ACC104207,645610.54
ACC104208,765467.55
ACC104209,230008.42
ACC104210,309932.27
ACC104211,753689.34
ACC104212,427011.57
ACC104213,773401.12
ACC104214,282359.10
ACC104215,434283.15
ACC104216,794258.66
ACC104217,851930.04
ACC104218,574009.61
ACC104219,67008.59
ACC104220,215915.32
ACC104221,930070.06
ACC104222,118439.51
ACC104223,691332.62
ACC104224,385881.26
ACC104225,570882.64
ACC104226,746790.21
ACC104227,633911.09
ACC104228,656170.02
ACC104229,939931.43
ACC104230,778644.69
ACC104231,250307.29
ACC104232,522496.73
ACC104233,537459.06
ACC104234,518610.33
ACC104235,978645.13
ACC104236,315612.77
ACC104237,845769.11
ACC104238,755120.94
ACC104239,968015.28
ACC104240,419152.24
ACC104241,580740.31
ACC104242,511105.42
ACC104243,690653.57
ACC104244,990878.45
ACC104245,944319.13
ACC104246,482761.19
ACC104247,554049.98
ACC104248,158779.05
ACC104249,398695.36
ACC104250,752700.83
ACC104251,567222.59
ACC104252,776456.54
ACC104253,262659.13
ACC104254,917206.47
ACC104255,584404.05
ACC104256,693696.50
ACC104257,596370.96
ACC104258,404231.24
ACC104259,29340.40
ACC104260,697968.56
ACC104261,762446.36
ACC104262,39128.36
ACC104263,374289.39
ACC104264,10926.46
ACC104265,48863.32
ACC104266,68868.58
ACC104267,229632.84
ACC104268,70720.60
ACC104269,12746.47
ACC104270,622722.30
ACC104271,102780.35
ACC104272,346122.88
ACC104273,173564.35
ACC104274,348038.20
ACC104275,728743.35
ACC104276,542086.09
ACC104277,859695.00
ACC104278,283841.30
ACC104279,199397.12
ACC104280,988421.15
ACC104281,213674.20
ACC104282,452502.66
ACC104283,634024.15
ACC104284,413772.96
ACC104285,538734.03
ACC104286,410700.10
ACC104287,90246.63
ACC104288,966011.89
ACC104289,552472.61
ACC104290,925293.38
ACC104291,491906.16
ACC104292,687530.22
ACC104293,132666.19
ACC104294,537578.93
ACC104295,638838.23
ACC104296,509744.03
ACC104297,635340.93
ACC104298,920669.16
ACC104299,482814.65
ACC104300,965348.63
ACC104301,286268.03
ACC104302,409456.96
ACC104303,14191.09
ACC104304,339561.59
ACC104305,104027.33
ACC104306,530781.91
ACC104307,614997.85
ACC104308,212709.91
ACC104309,815704.90
ACC104310,553004.96
ACC104311,686350.82
ACC104312,46079.18
ACC104313,115147.23
ACC104314,89228.79
ACC104315,941135.72
ACC104316,810939.60
ACC104317,318489.93
ACC104318,336867.05
ACC104319,946932.20
ACC104320,57100.63
ACC104321,82411.03
ACC104322,508170.68
ACC104323,69096.01
ACC104324,712217.65
ACC104325,57228.77
ACC104326,671660.78
ACC104327,39805.41
ACC104328,46385.61
ACC104329,179571.60
ACC104330,43196.73
ACC104331,385704.96
ACC104332,338302.18
ACC104333,797892.66
ACC104334,927625.87
ACC104335,694542.87
ACC104336,749468.75
ACC104337,388583.50
ACC104338,947614.30
ACC104339,939899.58
ACC104340,621520.31
ACC104341,340861.92
ACC104342,685350.71
ACC104343,32743.85
ACC104344,558836.22
ACC104345,984966.06
ACC104346,125344.57
ACC104347,759128.87
ACC104348,514081.46
ACC104349,720481.79
ACC104350,352506.56
ACC104351,654854.22
ACC104352,298264.14
ACC104353,689862.86
ACC104354,509103.02
ACC104355,970371.29
ACC104356,559267.21
ACC104357,636373.39
ACC104358,867019.32
ACC104359,702598.09
ACC104360,123623.78
ACC104361,845789.38
ACC104362,938044.56
ACC104363,284635.19
ACC104364,555552.87
ACC104365,407241.24
ACC104366,974608.21
ACC104367,149639.18
ACC104368,464958.11
ACC104369,460561.22
ACC104370,766553.20
ACC104371,431310.01
ACC104372,382215.23
ACC104373,455420.21
ACC104374,716121.15
ACC104375,430588.45
ACC104376,362134.31
ACC104377,871395.17
ACC104378,243355.83
ACC104379,756234.96
ACC104380,432481.08
ACC104381,317903.70
ACC104382,207596.72
ACC104383,505975.69
ACC104384,653877.10
ACC104385,418674.99
ACC104386,717639.63
ACC104387,54852.53
ACC104388,327771.43
ACC104389,477095.22
ACC104390,863482.26
ACC104391,628301.87
ACC104392,917487.46
ACC104393,356374.52
ACC104394,66353.09
ACC104395,199314.22
ACC104396,774095.96
ACC104397,642025.86
ACC104398,620937.55
ACC104399,571789.66
ACC104400,94051.55
ACC104401,903629.94
ACC104402,764370.24
ACC104403,425905.17
ACC104404,799152.46
ACC104405,238279.46
ACC104406,710654.31
ACC104407,125949.41
ACC104408,91444.23
ACC104409,249453.50
ACC104410,746697.39
ACC104411,106655.54
ACC104412,676185.84
ACC104413,182368.09
ACC104414,187120.70
ACC104415,990577.42
ACC104416,24932.34
ACC104417,660081.06
ACC104418,819402.89
ACC104419,356505.08
ACC104420,298161.50
ACC104421,313799.46
ACC104422,218760.67
ACC104423,547303.95
ACC104424,682681.82
ACC104425,345945.20
ACC104426,253448.81
ACC104427,24888.97
ACC104428,833307.83
ACC104429,965579.12
ACC104430,785878.05
ACC104431,900308.17
ACC104432,440974.07
ACC104433,482766.83
ACC104434,953104.46
ACC104435,678111.14
ACC104436,910582.15
ACC104437,571389.00
ACC104438,401834.70
ACC104439,396317.10
ACC104440,731435.56
ACC104441,598756.47
ACC104442,248121.85
ACC104443,776373.02
ACC104444,611115.43
ACC104445,265185.08
ACC104446,810392.71
ACC104447,421505.86
ACC104448,800085.80
ACC104449,337418.45
ACC104450,126351.98
ACC104451,86824.61
ACC104452,59189.66
ACC104453,936455.71
ACC104454,49650.26
ACC104455,130416.17
ACC104456,355508.23
ACC104457,112949.42
ACC104458,580982.59
ACC104459,971504.98
ACC104460,443803.34
ACC104461,231883.48
ACC104462,90500.64
ACC104463,519510.82
ACC104464,240948.75
ACC104465,352723.66
ACC104466,434076.08
ACC104467,366539.52
ACC104468,699379.23
ACC104469,211652.25
ACC104470,65044.46
ACC104471,895480.53
ACC104472,422646.44
ACC104473,258857.56
ACC104474,535588.22
ACC104475,176461.19
ACC104476,151669.30
ACC104477,976141.81
ACC104478,797884.40
ACC104479,735921.22
ACC104480,774201.40
ACC104481,238345.10
ACC104482,524546.54
ACC104483,695022.63
ACC104484,852411.57
ACC104485,376252.26
ACC104486,70732.46
ACC104487,387497.98
ACC104488,484284.17
ACC104489,518756.69
ACC104490,386568.69
ACC104491,321366.87
ACC104492,603793.34
ACC104493,368100.58
ACC104494,868259.17
ACC104495,234213.98
ACC104496,82491.58
ACC104497,593993.62
ACC104498,469400.08
ACC104499,337923.15
ACC104500,591275.71
ACC104501,30330.94
ACC104502,650614.60
ACC104503,195900.43
ACC104504,425653.61
ACC104505,432090.28
ACC104506,795650.60
ACC104507,893895.71
ACC104508,310834.02
ACC104509,59781.62
ACC104510,235550.87
ACC104511,674545.60
ACC104512,164395.95
ACC104513,664556.11
ACC104514,759410.30
ACC104515,325712.14
ACC104516,244168.78
ACC104517,248750.36
ACC104518,830575.63
ACC104519,373579.60
ACC104520,387263.11
ACC104521,214249.88
ACC104522,540923.26
ACC104523,293298.98
ACC104524,312941.99
ACC104525,404600.42
ACC104526,573066.57
ACC104527,522732.44
ACC104528,637206.49
ACC104529,956278.07
ACC104530,870999.86
ACC104531,648551.52
ACC104532,210593.28
ACC104533,569949.42
ACC104534,203776.17
ACC104535,538582.20
ACC104536,442742.33
ACC104537,543909.87
ACC104538,994346.86
ACC104539,869864.69
ACC104540,37790.73
ACC104541,609183.53
ACC104542,26656.96
ACC104543,98410.92
ACC104544,953584.20
ACC104545,319000.79
ACC104546,868494.82
ACC104547,394092.99
ACC104548,905071.18
ACC104549,464538.55
ACC104550,255436.30
ACC104551,82484.93
ACC104552,528054.53
ACC104553,33917.10
ACC104554,22503.01
ACC104555,324805.93
ACC104556,463724.31
ACC104557,652490.70
ACC104558,264871.08
ACC104559,37377.29
ACC104560,147080.16
ACC104561,859453.35
ACC104562,597121.05
ACC104563,333206.36
ACC104564,353475.58
ACC104565,838699.01
ACC104566,432111.39
ACC104567,950449.06
ACC104568,127076.22
ACC104569,780735.12
ACC104570,555587.25
ACC104571,655579.30
ACC104572,233022.57
ACC104573,517241.39
ACC104574,601103.29
ACC104575,593107.04
ACC104576,541523.55
ACC104577,390599.19
ACC104578,921743.13
ACC104579,528637.70
ACC104580,826979.32
ACC104581,127386.93
ACC104582,340460.16
ACC104583,617954.74
ACC104584,188543.75
ACC104585,707443.28
ACC104586,659643.95
ACC104587,491632.96
ACC104588,60283.41
ACC104589,198646.23
ACC104590,472732.35
ACC104591,292454.12
ACC104592,79277.00
ACC104593,632037.53
ACC104594,576345.03
ACC104595,391597.20
ACC104596,258620.76
ACC104597,322342.14
ACC104598,650504.82
ACC104599,509215.03
ACC104600,839367.26
ACC104601,915290.20
ACC104602,257043.18
ACC104603,25584.21
ACC104604,90922.14
ACC104605,985443.17
ACC104606,872252.61
ACC104607,380529.76
ACC104608,493359.13
ACC104609,966459.18
ACC104610,999253.37
ACC104611,691276.71
ACC104612,617486.94
ACC104613,659901.49
ACC104614,228383.45
ACC104615,652269.59
ACC104616,339311.83
ACC104617,818802.22
ACC104618,240200.01
ACC104619,224826.84
ACC104620,604788.15
ACC104621,588238.09
ACC104622,275397.64
ACC104623,699761.00
ACC104624,138434.14
ACC104625,27157.34
ACC104626,839102.63
ACC104627,92296.91
ACC104628,75513.74
ACC104629,253616.92
ACC104630,883594.59
ACC104631,865758.04
ACC104632,722045.66
ACC104633,369446.38
ACC104634,413535.79
ACC104635,778568.19
ACC104636,619898.79
ACC104637,430150.38
ACC104638,411255.78
ACC104639,368128.91
ACC104640,685668.73
ACC104641,661592.99
ACC104642,426542.58
ACC104643,575084.16
ACC104644,151903.34
ACC104645,266678.35
ACC104646,425733.97
ACC104647,62373.01
ACC104648,817555.64
ACC104649,952848.18
ACC104650,718681.74
ACC104651,245296.01
ACC104652,831290.36
ACC104653,844762.96
ACC104654,589378.03
ACC104655,781586.49
ACC104656,456456.19
ACC104657,946014.85
ACC104658,866687.90
ACC104659,454177.21
ACC104660,610158.79
ACC104661,179141.12
ACC104662,265723.50
ACC104663,103992.91
ACC104664,910929.88
ACC104665,504563.92
ACC104666,297924.67
ACC104667,875674.67
ACC104668,489986.21
ACC104669,516377.22
ACC104670,878878.07
ACC104671,545656.32
ACC104672,630007.59
ACC104673,456134.18
ACC104674,227310.15
ACC104675,239463.32
ACC104676,422735.83
ACC104677,524958.12
ACC104678,336532.32
ACC104679,843494.37
ACC104680,722507.63
ACC104681,169407.82
ACC104682,830894.95
ACC104683,785871.47
ACC104684,597082.33
ACC104685,657572.44
ACC104686,774524.54
ACC104687,651207.80
ACC104688,69810.29
ACC104689,508854.23
ACC104690,187771.69
ACC104691,55344.30
ACC104692,348311.84
ACC104693,713816.70
ACC104694,638390.22
ACC104695,708244.40
ACC104696,114396.36
ACC104697,229333.80
ACC104698,779496.54
ACC104699,706312.27
ACC104700,47949.75
ACC104701,559070.05
ACC104702,774825.32
ACC104703,589414.03
ACC104704,53953.49
ACC104705,850054.34
ACC104706,873701.81
ACC104707,992832.12
ACC104708,686672.08
ACC104709,352780.18
ACC104710,993493.07
ACC104711,350272.12
ACC104712,48355.84
ACC104713,644871.93
ACC104714,836079.42
ACC104715,60867.13
ACC104716,71554.34
ACC104717,846902.39
ACC104718,437104.28
ACC104719,750888.67
ACC104720,594321.04
ACC104721,213428.72
ACC104722,212415.31
ACC104723,989574.29
ACC104724,646212.95
ACC104725,602734.04
ACC104726,495200.54
ACC104727,948120.33
ACC104728,330049.65
ACC104729,765119.56
ACC104730,279853.93
ACC104731,691465.34
ACC104732,629893.81
ACC104733,91886.48
ACC104734,334570.02
ACC104735,714002.13
ACC104736,719651.50
ACC104737,255379.94
ACC104738,284072.93
ACC104739,582808.78
ACC104740,809062.65
ACC104741,124636.92
ACC104742,116725.94
ACC104743,625376.69
ACC104744,574663.74
ACC104745,681287.19
ACC104746,576547.55
ACC104747,903140.39
ACC104748,162551.87
ACC104749,116402.10
ACC104750,490376.76
ACC104751,847377.63
ACC104752,247465.27
ACC104753,490967.21
ACC104754,373584.26
ACC104755,220248.87
ACC104756,278818.75
ACC104757,960576.15
ACC104758,64318.38
ACC104759,370884.58
ACC104760,928892.22
ACC104761,758799.03
ACC104762,876303.76
ACC104763,124504.49
ACC104764,161369.40
ACC104765,693474.84
ACC104766,733677.62
ACC104767,791566.95
ACC104768,569859.03
ACC104769,565909.14
ACC104770,978252.54
ACC104771,513897.35
ACC104772,885903.32
ACC104773,94628.13
ACC104774,289936.93
ACC104775,155633.64
ACC104776,74290.26
ACC104777,832948.09
ACC104778,754823.05
ACC104779,818652.77
ACC104780,220233.19
ACC104781,963163.70
ACC104782,502669.87
ACC104783,264905.83
ACC104784,988167.17
ACC104785,459641.28
ACC104786,456161.92
ACC104787,981790.78
ACC104788,135534.81
ACC104789,848523.15
ACC104790,698417.11
ACC104791,591330.08
ACC104792,906994.37
ACC104793,553106.22
ACC104794,792746.15
ACC104795,219497.20
ACC104796,884981.44
ACC104797,141253.39
ACC104798,569632.57
ACC104799,708549.04
ACC104800,991490.72
ACC104801,104428.49
ACC104802,650306.74
ACC104803,742673.14
ACC104804,123317.55
ACC104805,57115.23
ACC104806,554129.51
ACC104807,725646.61
ACC104808,628809.62
ACC104809,380488.60
ACC104810,498279.57
ACC104811,108530.31
ACC104812,938426.75
ACC104813,985251.42
ACC104814,252956.19
ACC104815,345685.22
ACC104816,64093.08
ACC104817,895531.77
ACC104818,203463.12
